"MEAS","ELEMENT","pct","err"
"153","Nb","0.0065","0.00020"
"153","Ta","0.0059","0.00139"
"153","Ni","0.0058","0.00087"
"153","Pb","0.0057","0.00041"
"153","Hg","0.0027","0.00045"
"153","Sr","0.0023","0.00012"
"153","Th","0.0017","0.00020"
"153","Cl","0.0000","0.00000"
"154","Si","32.3635","0.03379"
"154","Al","5.9739","0.03081"
"154","Fe","4.7746","0.01516"
"154","K","1.2774","0.04660"
"154","P","1.2418","0.00942"
"154","Ti","0.7458","0.00220"
"154","Mg","0.4981","0.09105"
"154","V","0.2039","0.00125"
"154","Ca","0.1820","0.00118"
"154","Zr","0.0598","0.00034"
"154","Cr","0.0309","0.00392"
"154","Mn","0.0292","0.00244"
"154","Cu","0.0262","0.00090"
"154","Zn","0.0093","0.00051"
"154","Rb","0.0072","0.00017"
"154","Nb","0.0037","0.00017"
"154","Ta","0.0037","0.00131"
"154","Pb","0.0036","0.00035"
"154","Sr","0.0028","0.00011"
"154","Hg","0.0018","0.00040"
"154","Th","0.0011","0.00017"
"154","Se","0.0003","0.00013"
"155","Si","32.1900","0.03341"
"155","Al","6.3559","0.03140"
"155","Fe","4.8492","0.01511"
"155","K","1.1791","0.04803"
"155","P","1.1140","0.00899"
"155","Ti","0.8170","0.00228"
"155","Mg","0.4089","0.09566"
"155","V","0.2014","0.00125"
"155","Ca","0.1747","0.00117"
"155","Zr","0.0618","0.00034"
"155","Mn","0.0298","0.00273"
"155","Cu","0.0291","0.00093"
"155","Zn","0.0098","0.00052"
"155","Rb","0.0075","0.00017"
"155","Nb","0.0042","0.00017"
"155","Pb","0.0033","0.00034"
"155","Sr","0.0030","0.00011"
"155","Ta","0.0029","0.00130"
"155","Hg","0.0015","0.00040"
"155","Th","0.0012","0.00018"
"155","Se","0.0003","0.00014"
"156","Si","32.6271","0.03325"
"156","Al","5.9549","0.03025"
"156","Fe","4.6705","0.01471"
"156","K","1.2348","0.04686"
"156","P","1.0663","0.00872"
"156","Ti","0.7838","0.00221"
"156","Mg","0.5240","0.09293"
"156","V","0.2071","0.00124"
"156","Ca","0.1658","0.00113"
"156","Zr","0.0642","0.00034"
"156","Cu","0.0355","0.00097"
"156","Mn","0.0254","0.00256"
"156","Ba","0.0207","0.00303"
"156","Zn","0.0093","0.00051"
"156","Rb","0.0072","0.00016"
"156","Nb","0.0034","0.00017"
"156","Co","0.0033","0.00101"
"156","Pb","0.0031","0.00034"
"156","Sr","0.0027","0.00011"
"156","Hg","0.0016","0.00041"
"157","Si","20.6764","0.02916"
"157","Fe","17.3785","0.02748"
"157","Al","11.2305","0.04268"
"157","Ti","1.1737","0.00256"
"157","K","1.0159","0.04022"
"157","Mg","0.6184","0.10121"
"157","P","0.4724","0.00612"
"157","V","0.2048","0.00116"
"157","Ca","0.1161","0.00093"
"157","Mn","0.0625","0.00294"
"157","Zr","0.0442","0.00038"
"157","Cr","0.0403","0.00350"
"157","Ba","0.0386","0.00405"
"157","Zn","0.0213","0.00084"
"157","Cu","0.0162","0.00108"
"157","Rb","0.0134","0.00028"
"157","Ta","0.0091","0.00199"
"157","Ni","0.0087","0.00127"
"157","Nb","0.0060","0.00024"
"157","Pb","0.0060","0.00053"
"157","Sr","0.0046","0.00017"
"157","Hg","0.0025","0.00055"
"157","Th","0.0015","0.00027"
"158","Si","22.5646","0.02992"
"158","Fe","15.1590","0.02552"
"158","Al","10.7979","0.04114"
"158","Ti","1.1101","0.00249"
"158","K","1.0284","0.03983"
"158","Mg","0.6466","0.09626"
"158","P","0.3795","0.00563"
"158","V","0.2268","0.00120"
"158","Ca","0.1267","0.00095"
"158","Mn","0.0555","0.00287"
"158","Zr","0.0429","0.00035"
"158","Cr","0.0406","0.00363"
"158","Ba","0.0379","0.00393"
"158","Cu","0.0190","0.00104"
"158","Zn","0.0189","0.00079"
"158","Rb","0.0131","0.00027"
"158","Ni","0.0112","0.00116"
"158","Co","0.0083","0.00106"
"158","Sr","0.0056","0.00017"
"158","Nb","0.0055","0.00023"
"158","Ta","0.0054","0.00179"
"158","Pb","0.0049","0.00047"
"158","Hg","0.0016","0.00052"
"158","As","0.0006","0.00024"
"159","Si","21.1083","0.03051"
"159","Fe","17.2050","0.02875"
"159","Al","10.8257","0.04361"
"159","K","1.2010","0.04255"
"159","Ti","1.1908","0.00269"
"159","Mg","0.7575","0.10610"
"159","P","0.2980","0.00545"
"159","V","0.2179","0.00124"
"159","Ca","0.1559","0.00107"
"159","Mn","0.0735","0.00335"
"159","Ba","0.0491","0.00462"
"159","Zr","0.0481","0.00042"
"159","Cr","0.0476","0.00405"
"159","Cu","0.0232","0.00124"
"159","Zn","0.0199","0.00089"
"159","Rb","0.0142","0.00030"
"159","Sr","0.0083","0.00021"
"159","Ta","0.0078","0.00211"
"159","Ni","0.0077","0.00139"
"159","Nb","0.0067","0.00027"
"159","Pb","0.0056","0.00057"
"159","Sb","0.0047","0.00156"
"159","Hg","0.0015","0.00064"
"159","Th","0.0014","0.00030"
"159","As","0.0011","0.00030"
"160","Si","31.4238","0.04490"
"160","Al","6.2906","0.04262"
"160","Fe","5.5093","0.02245"
"160","K","2.4413","0.07025"
"160","Mg","0.7952","0.13300"
"160","Ti","0.7423","0.00301"
"160","P","0.5676","0.00938"
"160","Ca","0.2973","0.00196"
"160","V","0.2341","0.00182"
"160","Zn","0.0688","0.00139"
"160","Cr","0.0409","0.00591"
"160","Zr","0.0398","0.00040"
"160","Mn","0.0261","0.00342"
"160","Ba","0.0245","0.00431"
"160","Cu","0.0138","0.00108"
"160","Ta","0.0081","0.00194"
"160","Rb","0.0065","0.00023"
"160","Co","0.0056","0.00140"
"160","Sb","0.0047","0.00150"
"160","Pb","0.0044","0.00053"
"160","Nb","0.0043","0.00025"
"160","Hg","0.0027","0.00059"
"160","Sr","0.0026","0.00016"
"160","Th","0.0010","0.00025"
"160","Cl","0.0000","0.00000"
"161","Si","29.8145","0.05127"
"161","Al","6.7045","0.05180"
"161","Fe","5.9168","0.02757"
"161","K","3.4024","0.09425"
"161","Mg","0.9346","0.17556"
"161","Ti","0.8698","0.00387"
"161","P","0.6681","0.01191"
"161","Ca","0.3529","0.00254"
"161","V","0.2489","0.00230"
"161","Zn","0.1098","0.00204"
"161","Zr","0.0494","0.00053"
"161","Mn","0.0457","0.00462"
"161","Cr","0.0351","0.00683"
"161","Ba","0.0280","0.00524"
"161","Cu","0.0208","0.00142"
"161","Co","0.0098","0.00184"
"161","Rb","0.0087","0.00030"
"161","Sb","0.0070","0.00186"
"161","Ni","0.0059","0.00140"
"161","Nb","0.0054","0.00031"
"161","Ta","0.0053","0.00226"
"161","Pb","0.0049","0.00061"
"161","Sr","0.0033","0.00020"
"161","Hg","0.0025","0.00073"
"161","Th","0.0017","0.00032"
"161","Mo","0.0012","0.00036"
"161","As","0.0008","0.00031"
"161","Se","0.0007","0.00023"
"162","Si","30.3854","0.04763"
"162","Al","6.9735","0.04794"
"162","Fe","5.3555","0.02394"
"162","K","2.8450","0.07892"
"162","Mg","0.9176","0.15223"
"162","Ti","0.8689","0.00349"
"162","P","0.6270","0.01051"
"162","Ca","0.3309","0.00221"
"162","V","0.2431","0.00200"
"162","Zn","0.0835","0.00163"
"162","Zr","0.0459","0.00046"
"162","Mn","0.0317","0.00404"
"162","Ba","0.0249","0.00454"
"162","Cu","0.0141","0.00117"
"162","Rb","0.0075","0.00025"
"162","Co","0.0068","0.00164"
"162","Ni","0.0054","0.00126"
"162","Pb","0.0048","0.00055"
"162","Sb","0.0048","0.00156"
"162","Nb","0.0043","0.00027"
"162","Ta","0.0041","0.00204"
"162","Sr","0.0029","0.00018"
"162","Hg","0.0024","0.00067"
"162","Th","0.0014","0.00026"
"162","Se","0.0005","0.00019"
"163","Si","34.0590","0.03556"
"163","Al","7.3272","0.03367"
"163","Fe","2.3457","0.01107"
"163","K","1.3349","0.04754"
"163","Ti","0.6068","0.00208"
"163","Ca","0.5905","0.00197"
"163","P","0.1721","0.00503"
"163","Ba","0.0513","0.00278"
"163","Zr","0.0284","0.00023"
"163","Mn","0.0146","0.00235"
"163","Sr","0.0100","0.00016"
"163","Rb","0.0089","0.00017"
"163","Zn","0.0052","0.00041"
"163","Nb","0.0036","0.00015"
"163","Pb","0.0031","0.00031"
"163","Ta","0.0030","0.00109"
"163","Th","0.0018","0.00016"
"164","Si","34.8941","0.03381"
"164","Al","6.7311","0.03059"
"164","Fe","2.0646","0.00977"
"164","K","1.1063","0.04360"
"164","Ti","0.5990","0.00195"
"164","Ca","0.5192","0.00175"
"164","P","0.1659","0.00466"
"164","Mg","0.1658","0.07864"
"164","Ba","0.0477","0.00253"
"164","Zr","0.0254","0.00020"
"164","Mn","0.0136","0.00219"
"164","Sr","0.0083","0.00013"
"164","Rb","0.0081","0.00015"
"164","Sb","0.0048","0.00081"
"164","Zn","0.0041","0.00036"
"164","Ta","0.0039","0.00103"
"164","Nb","0.0037","0.00014"
"164","Pb","0.0027","0.00027"
"164","Th","0.0015","0.00015"
"165","Si","34.3506","0.03498"
"165","Al","6.8912","0.03225"
"165","Fe","2.3864","0.01093"
"165","K","1.2232","0.04593"
"165","Ti","0.6345","0.00208"
"165","Ca","0.5878","0.00193"
"165","Mg","0.2297","0.08461"
"165","P","0.1763","0.00493"
"165","Ba","0.0563","0.00265"
"165","Zr","0.0273","0.00022"
"165","Mn","0.0177","0.00227"
"165","Sr","0.0096","0.00015"
"165","Rb","0.0087","0.00016"
"165","Zn","0.0047","0.00039"
"165","Cu","0.0040","0.00052"
"165","Nb","0.0036","0.00014"
"165","Ta","0.0028","0.00105"
"165","Pb","0.0027","0.00030"
"165","Th","0.0018","0.00016"
"166","Si","33.4708","0.03912"
"166","Al","7.2609","0.03732"
"166","Fe","2.9381","0.01386"
"166","K","1.7101","0.05488"
"166","Ca","0.7173","0.00240"
"166","Ti","0.4918","0.00213"
"166","P","0.1677","0.00555"
"166","Ba","0.0499","0.00331"
"166","Zr","0.0262","0.00026"
"166","Mn","0.0122","0.00271"
"166","Sr","0.0083","0.00017"
"166","Rb","0.0080","0.00019"
"166","Zn","0.0060","0.00048"
"166","Cu","0.0049","0.00065"
"166","Sb","0.0043","0.00108"
"166","Co","0.0036","0.00115"
"166","Nb","0.0034","0.00018"
"166","Pb","0.0030","0.00035"
"166","Th","0.0017","0.00019"
"167","Si","33.1309","0.03858"
"167","Al","7.5363","0.03752"
"167","Fe","2.8716","0.01351"
"167","K","1.6707","0.05357"
"167","Ca","0.7069","0.00235"
"167","Ti","0.5230","0.00215"
"167","Mg","0.3781","0.09872"
"167","P","0.1714","0.00550"
"167","Ba","0.0519","0.00319"
"167","Zr","0.0299","0.00026"
"167","Mn","0.0156","0.00267"
"167","Sr","0.0081","0.00016"
"167","Rb","0.0079","0.00018"
"167","Zn","0.0054","0.00047"
"167","Nb","0.0035","0.00017"
"167","Pb","0.0030","0.00034"
"167","Ta","0.0027","0.00127"
"167","Th","0.0016","0.00018"
"168","Si","33.1851","0.04113"
"168","Al","7.1500","0.03937"
"168","Fe","3.0192","0.01493"
"168","K","2.0468","0.06089"
"168","Ca","0.7242","0.00256"
"168","Ti","0.4938","0.00227"
"168","Mg","0.3563","0.11039"
"168","V","0.2023","0.00155"
"168","P","0.1829","0.00611"
"168","Ba","0.0529","0.00348"
"168","Zr","0.0355","0.00031"
"168","Mn","0.0100","0.00292"
"168","Rb","0.0088","0.00021"
"168","Sr","0.0083","0.00018"
"168","Cu","0.0059","0.00072"
"168","Zn","0.0059","0.00052"
"168","Ni","0.0053","0.00091"
"168","Ta","0.0042","0.00141"
"168","Nb","0.0037","0.00018"
"168","Pb","0.0033","0.00039"
"168","Th","0.0018","0.00021"
"169","Si","31.7602","0.03753"
"169","Al","7.4009","0.03720"
"169","Fe","4.9133","0.01713"
"169","K","1.6778","0.05111"
"169","Mg","0.7137","0.10014"
"169","Ca","0.6232","0.00216"
"169","Ti","0.4584","0.00198"
"169","P","0.2374","0.00573"
"169","Mn","0.0962","0.00359"
"169","Ba","0.0531","0.00331"
"169","Zr","0.0234","0.00025"
"169","Rb","0.0170","0.00026"
"169","Zn","0.0117","0.00059"
"169","Sr","0.0110","0.00019"
"169","Cu","0.0097","0.00076"
"169","Pb","0.0053","0.00040"
"169","Nb","0.0047","0.00018"
"169","Ta","0.0040","0.00139"
"169","Th","0.0018","0.00020"
"170","Si","32.5913","0.03560"
"170","Al","7.6799","0.03510"
"170","Fe","3.8559","0.01420"
"170","K","1.3516","0.04681"
"170","Ca","0.5679","0.00195"
"170","Mg","0.5220","0.08784"
"170","Ti","0.4113","0.00177"
"170","P","0.2257","0.00530"
"170","Mn","0.0621","0.00304"
"170","Ba","0.0504","0.00302"
"170","Zr","0.0233","0.00023"
"170","Rb","0.0151","0.00022"
"170","Zn","0.0106","0.00051"
"170","Sr","0.0091","0.00016"
"170","Cu","0.0067","0.00064"
"170","Nb","0.0042","0.00017"
"170","Pb","0.0036","0.00034"
"170","Ta","0.0028","0.00122"
"170","Th","0.0015","0.00018"
"170","As","0.0006","0.00017"
"171","Si","31.4238","0.03923"
"171","Al","7.4844","0.03921"
"171","Fe","4.8270","0.01793"
"171","K","1.9159","0.05426"
"171","Mg","0.9052","0.10428"
"171","Ca","0.6574","0.00233"
"171","Ti","0.4181","0.00200"
"171","P","0.2575","0.00611"
"171","V","0.2066","0.00146"
"171","Mn","0.0984","0.00376"
"171","Ba","0.0599","0.00360"
"171","Zr","0.0240","0.00027"
"171","Rb","0.0190","0.00029"
"171","Zn","0.0145","0.00066"
"171","Sr","0.0109","0.00020"
"171","Cu","0.0075","0.00076"
"171","Ni","0.0063","0.00090"
"171","Pb","0.0049","0.00043"
"171","Nb","0.0046","0.00020"
"171","Sb","0.0045","0.00118"
"171","Ta","0.0037","0.00144"
"171","Th","0.0016","0.00022"
"171","As","0.0005","0.00021"
"172","Si","33.8414","0.04299"
"172","Al","6.5976","0.03972"
"172","Fe","2.9070","0.01515"
"172","K","2.0129","0.06656"
"172","Ti","0.5735","0.00253"
"172","P","0.3714","0.00785"
"172","Mg","0.2607","0.11810"
"172","V","0.2227","0.00168"
"172","Ca","0.1833","0.00155"
"172","Zr","0.0381","0.00033"
"172","Ba","0.0236","0.00349"
"172","Mn","0.0182","0.00293"
"172","Zn","0.0141","0.00066"
"172","Cu","0.0105","0.00082"
"172","Rb","0.0080","0.00021"
"172","Nb","0.0047","0.00021"
"172","Sb","0.0045","0.00122"
"172","Ta","0.0043","0.00146"
"172","Pb","0.0038","0.00042"
"172","Sr","0.0024","0.00013"
"172","Hg","0.0020","0.00048"
"172","Th","0.0016","0.00021"
"173","Si","33.7746","0.04248"
"173","Al","6.5569","0.03930"
"173","Fe","2.9546","0.01515"
"173","K","2.0580","0.06671"
"173","Ti","0.5925","0.00254"
"173","P","0.3739","0.00785"
"173","Mg","0.2776","0.12068"
"173","V","0.2276","0.00168"
"173","Ca","0.1851","0.00154"
"173","Zr","0.0374","0.00032"
"173","Ba","0.0273","0.00345"
"173","Zn","0.0231","0.00076"
"173","Mn","0.0143","0.00300"
"173","Cu","0.0103","0.00082"
"173","Rb","0.0077","0.00020"
"173","Nb","0.0050","0.00020"
"173","Ta","0.0049","0.00149"
"173","Pb","0.0039","0.00041"
"173","Sr","0.0024","0.00013"
"173","Th","0.0018","0.00021"
"173","Hg","0.0016","0.00045"
"174","Si","33.8825","0.04497"
"174","Al","6.2140","0.04080"
"174","Fe","2.9136","0.01605"
"174","K","2.3473","0.07320"
"174","Ti","0.5920","0.00272"
"174","P","0.3962","0.00850"
"174","Mg","0.2844","0.12799"
"174","V","0.2567","0.00189"
"174","Ca","0.2016","0.00171"
"174","Zr","0.0391","0.00035"
"174","Ba","0.0279","0.00357"
"174","Mn","0.0164","0.00325"
"174","Cu","0.0149","0.00094"
"174","Zn","0.0146","0.00069"
"174","Rb","0.0080","0.00022"
"174","Ta","0.0064","0.00156"
"174","Nb","0.0045","0.00022"
"174","Sb","0.0042","0.00126"
"174","Pb","0.0038","0.00042"
"174","Sr","0.0025","0.00013"
"174","Th","0.0018","0.00022"
"174","Hg","0.0015","0.00045"
"175","Si","33.1615","0.04320"
"175","Al","5.5655","0.03812"
"175","Fe","4.9583","0.02005"
"175","K","2.0335","0.06545"
"175","P","0.5967","0.00911"
"175","Ti","0.5911","0.00257"
"175","Mg","0.3482","0.12176"
"175","V","0.2133","0.00166"
"175","Ca","0.1899","0.00157"
"175","Mn","0.0601","0.00377"
"175","Zr","0.0502","0.00041"
"175","Ba","0.0262","0.00393"
"175","Zn","0.0204","0.00081"
"175","Cu","0.0118","0.00092"
"175","Sb","0.0066","0.00137"
"175","Ta","0.0060","0.00165"
"175","Ni","0.0055","0.00100"
"175","Rb","0.0051","0.00020"
"175","Pb","0.0037","0.00046"
"175","Nb","0.0036","0.00023"
"175","Sr","0.0027","0.00014"
"175","Hg","0.0019","0.00052"
"175","Th","0.0011","0.00023"
"176","Si","31.2004","0.04446"
"176","Al","6.3181","0.04245"
"176","Fe","5.5423","0.02229"
"176","K","2.2565","0.07040"
"176","Mg","1.0139","0.13394"
"176","P","0.7616","0.01039"
"176","Ti","0.6795","0.00287"
"176","V","0.2225","0.00178"
"176","Ca","0.2092","0.00171"
"176","Mn","0.0951","0.00462"
"176","Zr","0.0519","0.00044"
"176","Ba","0.0297","0.00438"
"176","Zn","0.0238","0.00092"
"176","Cu","0.0103","0.00101"
"176","Sb","0.0071","0.00153"
"176","Ta","0.0065","0.00190"
"176","Rb","0.0053","0.00021"
"176","Nb","0.0043","0.00025"
"176","Pb","0.0040","0.00050"
"176","Sr","0.0027","0.00016"
"176","Hg","0.0023","0.00055"
"176","Th","0.0014","0.00024"
"177","Si","30.3126","0.04684"
"177","Al","6.4112","0.04580"
"177","Fe","6.3034","0.02547"
"177","K","2.6023","0.07691"
"177","Mg","0.9133","0.14782"
"177","P","0.8692","0.01163"
"177","Ti","0.7079","0.00313"
"177","Ca","0.2502","0.00196"
"177","V","0.2491","0.00199"
"177","Mn","0.1142","0.00521"
"177","Zr","0.0564","0.00050"
"177","Ba","0.0297","0.00496"
"177","Zn","0.0278","0.00106"
"177","Cu","0.0096","0.00111"
"177","Ta","0.0080","0.00215"
"177","Rb","0.0056","0.00024"
"177","Ni","0.0053","0.00132"
"177","Nb","0.0045","0.00027"
"177","Sr","0.0033","0.00018"
"177","Pb","0.0027","0.00051"
"177","Hg","0.0023","0.00058"
"177","Th","0.0019","0.00030"
"177","As","0.0007","0.00027"
"178","Si","32.4705","0.04082"
"178","Al","8.0343","0.04103"
"178","Fe","2.5358","0.01354"
"178","K","1.9553","0.05929"
"178","Mg","0.5229","0.10666"
"178","Ti","0.4786","0.00221"
"178","P","0.4496","0.00771"
"178","Ca","0.4343","0.00203"
"178","V","0.2138","0.00155"
"178","Ba","0.0547","0.00332"
"178","Zr","0.0292","0.00028"
"178","Mn","0.0246","0.00289"
"178","Rb","0.0140","0.00024"
"178","Zn","0.0108","0.00057"
"178","Cu","0.0073","0.00072"
"178","Sr","0.0067","0.00016"
"178","Nb","0.0049","0.00019"
"178","Ta","0.0048","0.00138"
"178","Sb","0.0041","0.00109"
"178","Pb","0.0037","0.00038"
"178","Th","0.0017","0.00021"
"178","Hg","0.0008","0.00040"
"178","As","0.0004","0.00019"
"179","Si","32.4897","0.04220"
"179","Al","7.9884","0.04236"
"179","Fe","2.5158","0.01402"
"179","K","2.1058","0.06265"
"179","Mg","0.5336","0.11187"
"179","P","0.4420","0.00796"
"179","Ti","0.4282","0.00220"
"179","Ca","0.4277","0.00209"
"179","V","0.2205","0.00163"
"179","Ba","0.0599","0.00360"
"179","Zr","0.0290","0.00029"
"179","Mn","0.0244","0.00324"
"179","Rb","0.0155","0.00026"
"179","Zn","0.0115","0.00061"
"179","Sr","0.0075","0.00018"
"179","Cu","0.0053","0.00070"
"179","Nb","0.0047","0.00020"
"179","Pb","0.0045","0.00043"
"179","Ta","0.0030","0.00137"
"179","Th","0.0016","0.00020"
"180","Si","32.1682","0.04517"
"180","Al","7.9844","0.04577"
"180","Fe","2.7537","0.01590"
"180","K","2.3465","0.07112"
"180","Mg","0.4836","0.12715"
"180","P","0.4728","0.00890"
"180","Ti","0.4536","0.00245"
"180","Ca","0.4429","0.00231"
"180","V","0.2242","0.00180"
"180","Ba","0.0714","0.00410"
"180","Zr","0.0301","0.00032"
"180","Mn","0.0195","0.00372"
"180","Rb","0.0166","0.00030"
"180","Zn","0.0142","0.00071"
"180","Sr","0.0077","0.00020"
"180","Cu","0.0055","0.00078"
"180","Ta","0.0053","0.00157"
"180","Nb","0.0049","0.00022"
"180","Sb","0.0047","0.00135"
"180","Pb","0.0042","0.00047"
"180","Th","0.0019","0.00024"
"180","Hg","0.0011","0.00052"
"181","Si","33.2135","0.03825"
"181","Al","6.9864","0.03626"
"181","Fe","3.0264","0.01375"
"181","K","1.6684","0.05406"
"181","Ca","0.7556","0.00241"
"181","Mg","0.6757","0.10263"
"181","Ti","0.5750","0.00223"
"181","P","0.1941","0.00567"
"181","Ba","0.0369","0.00313"
"181","Zr","0.0219","0.00023"
"181","Mn","0.0202","0.00275"
"181","Rb","0.0133","0.00022"
"181","Cu","0.0109","0.00071"
"181","Sr","0.0091","0.00017"
"181","Zn","0.0065","0.00046"
"181","Ta","0.0055","0.00123"
"181","Nb","0.0038","0.00017"
"181","Pb","0.0034","0.00034"
"181","Th","0.0013","0.00018"
"181","Tl","0.0008","0.00031"
"182","Si","33.8882","0.03915"
"182","Al","6.3965","0.03558"
"182","Fe","2.9916","0.01398"
"182","K","1.7312","0.05591"
"182","Ca","0.7584","0.00247"
"182","Ti","0.5807","0.00230"
"182","Mg","0.4726","0.10291"
"182","P","0.1924","0.00580"
"182","Ba","0.0366","0.00311"
"182","Zr","0.0237","0.00025"
"182","Mn","0.0181","0.00285"
"182","Rb","0.0143","0.00023"
"182","Cu","0.0100","0.00074"
"182","Sr","0.0097","0.00018"
"182","Zn","0.0053","0.00048"
"182","Nb","0.0044","0.00018"
"182","Pb","0.0038","0.00037"
"182","Th","0.0011","0.00017"
"183","Si","33.8634","0.03979"
"183","Al","6.3914","0.03618"
"183","Fe","2.9100","0.01404"
"183","K","1.8439","0.05692"
"183","Ca","0.7545","0.00251"
"183","Ti","0.5539","0.00229"
"183","Mg","0.5248","0.10584"
"183","V","0.2014","0.00147"
"183","P","0.1729","0.00575"
"183","Ba","0.0332","0.00308"
"183","Zr","0.0237","0.00025"
"183","Mn","0.0187","0.00288"
"183","Rb","0.0136","0.00023"
"183","Cu","0.0132","0.00077"
"183","Sr","0.0094","0.00017"
"183","Zn","0.0064","0.00048"
"183","Ta","0.0055","0.00129"
"183","Nb","0.0038","0.00017"
"183","Pb","0.0038","0.00036"
"183","Co","0.0037","0.00116"
"183","Th","0.0014","0.00018"
"184","Si","33.5923","0.03881"
"184","Al","7.1718","0.03674"
"184","Fe","2.6400","0.01290"
"184","K","1.6284","0.05269"
"184","Ca","0.5696","0.00213"
"184","Mg","0.4461","0.09771"
"184","Ti","0.4239","0.00196"
"184","P","0.2708","0.00615"
"184","Ba","0.0493","0.00295"
"184","Mn","0.0265","0.00260"
"184","Zr","0.0230","0.00023"
"184","Rb","0.0134","0.00022"
"184","Cu","0.0104","0.00068"
"184","Zn","0.0091","0.00050"
"184","Sr","0.0088","0.00016"
"184","Pb","0.0044","0.00035"
"184","Nb","0.0035","0.00016"
"184","Ta","0.0029","0.00115"
"184","Th","0.0016","0.00017"
"184","Hg","0.0009","0.00036"
"185","Si","33.6829","0.03938"
"185","Al","7.0463","0.03695"
"185","Fe","2.7185","0.01339"
"185","K","1.8621","0.05446"
"185","Ca","0.5904","0.00221"
"185","Ti","0.4291","0.00201"
"185","Mg","0.2666","0.09607"
"185","P","0.2381","0.00601"
"185","V","0.2028","0.00144"
"185","Ba","0.0441","0.00301"
"185","Zr","0.0239","0.00024"
"185","Mn","0.0204","0.00279"
"185","Rb","0.0129","0.00022"
"185","Zn","0.0120","0.00055"
"185","Cu","0.0101","0.00071"
"185","Sr","0.0094","0.00017"
"185","Nb","0.0039","0.00017"
"185","Pb","0.0039","0.00036"
"185","Ta","0.0031","0.00122"
"185","Th","0.0013","0.00018"
"185","Hg","0.0008","0.00037"
"186","Si","32.7877","0.04023"
"186","Al","7.4589","0.03927"
"186","Fe","2.9571","0.01443"
"186","K","1.9846","0.05816"
"186","Ca","0.7133","0.00249"
"186","Ti","0.4735","0.00218"
"186","Mg","0.4473","0.10831"
"186","P","0.2854","0.00663"
"186","V","0.2016","0.00150"
"186","Ba","0.0541","0.00315"
"186","Zr","0.0254","0.00026"
"186","Mn","0.0219","0.00305"
"186","Rb","0.0149","0.00025"
